IL NAME,CATION NAME,ANION NAME,Cation_SMILES,Anion_SMILES,Temperature (0 C),Pressure (bar),CO2 capacity (mol CO2/mol IL)
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,2,0.022704029
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,2.01,0.024695153
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,2.5,0.030821565
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,2.51,0.030184403
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,3,0.036484245
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,3.01,0.035196687
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,3.5,0.04297038
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,3.51,0.041775185
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,4,0.049097776
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,4.01,0.047778709
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,4.5,0.055743243
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,4.51,0.05507491
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,5,0.061909313
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,5.01,0.061233153
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,5.5,0.068718606
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,5.51,0.066780457
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,6,0.073998496
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,6.01,0.073537305
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,6.5,0.080730574
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,6.51,0.079563856
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,6.99,0.086720278
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,7.01,0.085422772
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,7.5,0.09229929
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,7.51,0.090869423
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,8,0.097213079
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,8,0.098297639
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,8.5,0.103022281
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,8.5,0.103996467
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,9,0.109016303
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,9,0.109631602
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,9.5,0.114827202
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,9.5,0.116071429
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,9.99,0.121076233
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,10,0.121076233
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,10.5,0.126126126
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,10.5,0.127395716
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,11,0.132502831
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,11.5,0.137656428
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,12,0.142857143
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,12,0.14416476
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,12.5,0.148105626
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,12.5,0.149425287
[BMIM][PF6],1-butyl-3-methylimidazolium,hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,50,13,0.154734411
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,0.0003,7.10E-06
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,0.0033,0.005429318
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,0.0965,0.010407194
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,0.198,0.001803246
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,0.5,0.021972407
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,0.598,0.008267796
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,1,0.015950422
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,1.5,0.042644146
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,2,0.033591731
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,2.5,0.063038163
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,3,0.053851828
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,3.5,0.083423619
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,4,0.075268817
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,4.5,0.104972376
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,5,0.097694841
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,5.5,0.124859393
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,6,0.119820829
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,6.5,0.146788991
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,7,0.142857143
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,7.5,0.166861144
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,8,0.165501166
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,8.5,0.189060642
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,9,0.189060642
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,9.5,0.210653753
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,10,0.210653753
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,10.5,0.231527094
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,11,0.234567901
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,11.5,0.253132832
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,12,0.257861635
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,12.5,0.27388535
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,10,13,0.280409731
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,0.0003,0.000870758
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,0.0031,0.001602564
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,0.0033,0.001301692
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,0.0108,3.80E-06
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,0.047,0.00030009
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,0.0968,0.003210273
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,0.0968,0.003512293
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,0.198,0.001301692
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,0.199,0.002506266
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,0.501,0.010713564
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,0.501,0.011122346
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,0.599,0.00715077
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,0.6,0.008369467
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,1,0.013479274
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,1,0.01461039
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,1.5,0.026377912
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,1.5,0.026904909
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,2,0.028594939
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,2,0.029654036
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,2.5,0.041992289
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,2.5,0.042318115
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,3,0.044604617
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,3,0.045478306
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,3.5,0.05764146
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,3.5,0.057977148
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,4,0.060557853
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,4,0.061458444
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,4.5,0.073306858
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,4.5,0.073767851
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,5,0.076658053
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,5,0.0774701
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,5.5,0.088850174
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,5.5,0.089205969
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,6,0.092537966
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,6,0.093254619
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,6.5,0.104484206
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,6.5,0.104850293
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,7,0.108524554
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,7,0.1093854
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,7.5,0.120071685
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,7.5,0.120448179
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,8,0.124479928
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,8,0.125492403
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,8.5,0.135718342
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,8.5,0.135976372
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,9,0.140771161
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,9,0.141291942
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,9.5,0.151277918
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,9.5,0.151675688
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,10,0.156871819
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,10,0.157139551
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,10.5,0.166861144
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,10.5,0.16713352
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,11,0.173158142
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,11,0.173433466
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,11.5,0.182033097
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,12,0.189060642
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,12.5,0.19760479
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,25,13,0.204819277
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,0.0038,0.000800641
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,0.097,0.001903617
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,0.199,0.000880775
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,0.501,0.006441224
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,0.6,0.004924128
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,1,0.009387302
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,1.5,0.016673444
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,2,0.020095889
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,2.5,0.028594939
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,3,0.031140441
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,3.5,0.038745196
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,4,0.041775185
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,4.5,0.048327917
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,5,0.052077854
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,5.5,0.059209829
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,6,0.06315118
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,6.5,0.069633116
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,7,0.07342207
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,7.5,0.079214332
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,8,0.08495172
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,8.5,0.089918256
[BDMIM][PF6],"1-butyl-2,3-dimethylimidazolium",hexafluorophosphate,CCCC[n+]1c(C)n(C)cc1,F[P-](F)(F)(F)(F)F,50,9,0.093613298
